,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
4401,1.0,-0.3781172403712078,-0.19098989348042714,-1.256751879830151,-1.6803210048690103,-0.2849529999843703,-0.1978238217761876,-1.839743586783571,-1.5025300769629437,0.5221567838337495,0.826696124622256
3758,1.0,0.32718237926351174,1.2776717703781946,0.07458868139203567,0.836706116669426,2.28897212117194,-0.017284139797573737,-0.6783368126906996,2.0881886413370307,-0.9678666468873567,-1.547199592855953
6332,1.0,-0.6303570814416037,-2.1689943491407497,0.4316518986155316,-1.139657823324653,0.08004390260130852,-0.004626366953120017,-0.2795327057715373,0.580813091501413,-0.43418434127580324,-1.5457730185718261
7707,1.0,-0.2191057607857295,2.627749268246824,-0.03937000578179297,-0.12192042782766392,0.5241665846782789,1.7269186984269391,0.2542585442306312,-0.18744047116969986,0.7715884769851432,-0.17175243435335982
5273,-1.0,-0.44790157351191434,-1.243639766644769,-0.8854039031940938,0.46663104613818535,-0.4657169327986144,0.3435939878571241,-1.0932927402481438,-0.5149607358774497,0.6287653881549377,0.1891043708772438
833,-1.0,0.488004448761351,-0.5401040189812248,1.5268217300753573,0.7143735498755992,0.5463715477422707,-0.18035241777876823,1.1015603019270928,0.1316364454716712,-0.6743416750246146,0.6203185349057059
10275,-1.0,0.007571781756374311,-0.7946055199249769,1.5794145349802635,0.34824851840598764,1.1165043997562523,-0.8757151074959343,-0.6665631425287002,0.19405771285822004,-0.7550152431244045,0.8782817329085894
6591,1.0,1.47439832084981,0.42916224032722833,-1.282847161413937,1.650940945882139,0.06778718072544501,-1.0744530332497952,0.9947673612469008,1.314693665512083,-0.7783505602194585,-1.3783552425436212
4657,-1.0,0.6263743502946781,1.077571662828664,-0.7342836978551501,-0.3623439913693627,1.2250624557620151,-0.5827622589167537,-0.13559789243372927,0.7575197622789704,0.6567806720852071,0.5424297858582793
11001,1.0,-0.11120155928344574,0.3682868497364108,-0.39002677684863546,-0.7904127854004014,1.4453232213738656,1.5658096146715133,-0.06674973131456587,-0.45427830424071164,1.7770264485358307,1.5802628121437008
6782,1.0,1.1272848941758407,0.5296221744610025,-1.195184184270822,0.7707197868444731,1.6651691020747479,0.683613643091457,-0.25624073565789995,-0.03483875468593086,1.582467427404337,1.178947825085985
1265,-1.0,-0.3824329747164669,1.683779135632102,-0.04909077046586413,-0.4756093329612891,0.6782070667706555,0.10116195847304944,0.8542330485378975,0.3571414175515282,0.6635354214132111,-0.704811347866907
9675,-1.0,0.36205051120160986,-0.018642702322913495,0.06264375016886053,1.2570387434100785,0.1619141884533585,-1.9065392888514323,-0.1849037651938711,0.859371333131776,0.47339256167225735,0.9007192929682426
5715,-1.0,0.062030784202532406,-1.4598101017508767,-1.0051615284410402,-0.7262347723216874,0.23335318605123506,-0.035301057764591345,-0.9263871595879651,-0.36250766062506345,0.6153454742904688,-0.6467862183856545
7971,1.0,1.0933165986429645,-0.22009264801462272,0.5220932550548979,-0.1308865619367069,-1.8713087300139055,-0.8773129114002143,-0.877169163460065,-1.6909053248355526,0.3685042218282355,-0.33057539884970005
3533,-1.0,0.1382613798767838,0.4562620220873851,-1.2716923902542259,-0.9254421306798484,0.4389452084108865,-0.11123376051972987,-1.6402954260947178,0.5487020558354472,1.1444428439139513,-0.3213835343944877
4246,1.0,-0.48308032074389257,0.24128886786681056,1.4641550540169521,0.36864543661541366,-1.1835619578701473,0.055148226801498425,1.4209802259526336,0.17665325878563395,-2.5560454348010704,0.41186682065754665
11241,-1.0,0.5495962984281106,-1.9787638863474675,0.46584248288538266,-0.7998446146512175,0.6866977652178056,-0.5049292684398636,-0.7951468241300914,-0.4137966759891494,-0.5680840438022855,0.8373284223163376
7787,1.0,1.0100530940669534,1.990792968189898,1.06326713573062,-1.0599149514787667,-1.121308623538346,0.2733199715000535,-0.40195912328748973,-0.12068408307893783,0.8048902661536123,1.118982900033576
4801,1.0,-0.2740141149931764,1.2959308572638801,1.024218389947453,-0.3805875218392881,-0.7021484942900553,-1.6953510780736492,-1.398098920613883,0.21487398596352605,-0.7363347286461311,1.106044211620193
11526,-1.0,-0.5827316219147657,-0.46463549189488645,-0.5088717133191932,1.7562388556479127,-0.16261609429583107,0.2214185565489446,0.845387406817631,0.7851033227700565,0.3051526637112777,0.7119779325689354
11497,-1.0,0.47538119265259693,1.3461215114379208,-0.9883982283938777,0.14797967823403077,-0.0686430736118827,0.28832539592856576,-0.9880876761281314,0.5346060706768164,1.1306674071640732,0.012549279578385615
7221,-1.0,0.24674976462079537,0.5917758862157962,-1.5840902066004205,0.01585402313224405,0.595925361734661,-0.7472999368621339,1.2918434266186882,-0.6545700157445371,-1.5193806822448173,-0.8949163735009269
25,1.0,1.3695138322935763,1.1082413160750317,1.6461169998126475,0.3596739133954314,0.8041128572763182,-1.912516038668684,-1.5361707409542846,0.5359931150666956,-0.18137263054730618,0.13186505576242274
